"scope_section","requirement_id","description","phase","db_objects","service_or_action","controller_or_endpoint","policy_and_permission","frontend_route_and_component","queue_or_scheduler","audit_event","automated_tests","manual_verification","status","evidence"
"UI plan §21; ADR-025","SRV-UI-E2E-ACCOUNT-CONTEXT-001","Every authenticated browser spec serves the host account context the Laravel shell embeds, for the account it bootstraps. Cross-account and denial cases set it explicitly and assert the role-safe guard denial; no spec derives its account from the route under test, and no wildcard account, all-accounts test user or environment bypass exists.","UI-07","none","accountKeyForRole; stubAccountContextForRole","none","none","tests/e2e/support/roleBootstrap.ts and the authenticated e2e specs","none","none","full Playwright 1,054 passed / 0 failed / 0 flaky / 0 skipped, exit 0","docs/proof/ui-07.md — the fifteen cross-account browser cases, classified","local_complete","docs/proof/ui-07.md; docs/frontend/audits/ui-07/; branch phase-ui-07-navigation-screen-contracts (base 6b67ad2e, no PR) — local closure evidence only, not verified_complete before merge"
"UI plan §5.4","SRV-UI08-CONTRACT-001","The Super Administrator account accounts for all 22 contract entries: 17 implemented, 5 disabled_by_gate, 0 planned, 0 removed_by_authority; the global authenticated contract stays at 160 pages and the other seven accounts are semantically unchanged.","UI-08","—","navigationTree(); createAppRouter(accountKey)","—","per-page permission metadata in the canonical map; the API remains the boundary","17 canonical routes in resources/spa/src/router/routes/platform.ts","—","—","Ui07NavigationContractTest;navigationFilter.spec;screenInventory.spec;roleEntryRoutes.spec;appRouterFactory.spec","nav:check and ui08:check green; 17/5/0/0 and global 160 read from the canonical map","verified_complete","docs/frontend/navigation/servana-user-account-navigation-map.yaml; docs/frontend/audits/ui-08/route-activation-matrix.json; PR #58 squash b435f484; CI 31403883471"
"UI plan §5.4, ADR-016/017/018","SRV-UI08-ROUTER-001","The router is built per account host: createAppRouter(accountKey) registers the account tree plus any tree the account co-owns, and main.ts resolves the account context before the router exists. The host selects the experience and is never authorization.","UI-08","—","createAppRouter; createRouterForCurrentHost","—","requiresAccount on every account tree; the server re-checks every request","resources/spa/src/router/index.ts; resources/spa/src/main.ts","—","—","appRouterFactory.spec;Ui07NavigationContractTest;e2e/ui-07-navigation-screen-contracts.spec;e2e/branches-staff-invitations.spec","Production-host proof: /audit resolves to Platform Audit on citrus.servana.ke and to the Merchant Audit tree on audit.servana.ke","verified_complete","docs/proof/ui-08.md — Increment 11 canonical-host proof; PR #58 squash b435f484; CI 31403883471"
"UI plan §5.4.1-§5.4.13, §5.4.18-§5.4.22","SRV-UI08-PAGES-001","Seventeen implemented Super Administrator pages, each with a canonical host-relative route, a real component, a real read, authorization metadata, component tests and browser proof.","UI-08","—","platform* stores","the shipped platform reads; no new mutation","platform.merchant.view; platform.audit.view; platform.internal_access.*; platform.billing_settings.*; platform.plan.*; platform.promotion.manage; platform.free_period_offer.manage; platform.preferred_personnel_fee.manage; platform.settings.*","resources/spa/src/pages/platform/*.vue","—","—","MerchantPages.spec;PlatformAuditAndAccount.spec;CommercialPages.spec;PlatformDashboard.spec;PlatformGetStarted.spec;GatedNavigationTreatment.spec;HeaderGroupNavigation.spec;appRouterFactory.spec;e2e/ui-08-super-administrator-experience.spec","Focused browser suite: 79 passed, 0 failed; 44 indexed screenshots","verified_complete","docs/proof/ui-08.md; docs/frontend/audits/ui-08/; PR #58 squash b435f484; CI 31403883471"
"UI plan §5.4.14-§5.4.17, §5.4.21; Plan §80.1/§80.2","SRV-UI08-GATED-001","Five contract entries remain disabled_by_gate behind External Gate W - two directly (Phase 20D-W) and three transitively (Phase 21R-B, Phase 21N). Each is visible and inert, names its dependency, has no route, no component and no fabricated metric.","UI-08","—","navigationFilter gateStatement()","none - no route is registered","planned keys only; none granted","no component","—","—","GatedNavigationTreatment.spec;e2e/ui-08-super-administrator-experience.spec","Production proof: each gated path exposes no server-rendered page","verified_complete","docs/frontend/audits/ui-08/gate-disposition.json; PR #58 squash b435f484; CI 31403883471"
"COR-UI08-001; Plan §10.3","SRV-UI08-BACKEND-001","Corrective platform-governance backend: SMS billing settings, subscription operations (read-only), internal platform access and feature flags - 33 operations, 8 tables + 1 expand migration - plus one separately itemised read, platform.dashboard.show. OpenAPI 302 to 336. Exactly two permission keys added.","UI-08","platform_sms_billing_rules; platform_access_* (3); platform_feature_flag_* (4)","Actions under app/Domain/{Billing,PlatformAccess,PlatformFeatureFlags,Platform}","PlatformDashboardController; PlatformSmsBillingController; PlatformSubscriptionOperationsController; InternalPlatformAccessController; PlatformFeatureFlagController","platform.internal_access.view; platform.internal_access.manage (the only two added; 169/134/35)","the four corrective pages","—","platform_sms_billing.*; platform.internal_access.*; platform.feature_flag.*","Ui08*Test (backend); Ui08CorrectiveContractMatrixTest;AuditMutationCoverageTest;Phase23ExportHardeningTest","Backend serial and parallel both 2,967 passed / 14 skipped / 0 failed","verified_complete","docs/backend/audits/ui-08/cor-ui08-001-contract-matrix.json; PR #58 squash b435f484; CI 31403883471"
"UI plan §12, §13, §19","SRV-UI08-QUALITY-001","Responsive 360-1440 plus 200% zoom with no horizontal overflow, tables to labelled cards on mobile, 44px targets, axe 0 serious and 0 critical in light and dark, light default with persistent dark and no pre-hydration flash.","UI-08","—","—","—","—","all 17 implemented pages","—","—","e2e/ui-08-super-administrator-experience.spec (responsive, theme and accessibility groups)","axe on 17 pages light, 5 dark, the drawer, a dialog and the no-permission state: 0 serious / 0 critical","verified_complete","docs/frontend/audits/ui-08/screenshot-index.json; PR #58 squash b435f484; CI 31403883471"
"Plan §10.2, §22, §24.1","SRV-UI08-BOUNDARY-001","The Super Administrator account offers no merchant creation, no first-administrator creation, no impersonation, no merchant membership, no branch or staff creation, no merchant-operational mutation, no manual subscription payment, no direct provider operation and no Refer & Earn reward logic.","UI-08","—","—","proven absent from the Laravel route collection","—","asserted on every implemented page","—","—","e2e/ui-08-super-administrator-experience.spec (security negatives);MerchantPages.spec;Ui08NoForbiddenPlatformCapabilityTest","Forbidden-route proof against the 343-route production route table","verified_complete","docs/proof/ui-08.md — Increment 11 forbidden-route proof; PR #58 squash b435f484; CI 31403883471"
"UI plan §6, §7, §9, §25","SRV-UI09-CONTRACT-001","The Merchant Administrator account accounts for all 23 contract entries: 15 implemented, 8 disabled_by_gate, 0 planned and 0 removed_by_authority; the global authenticated contract remains 160 pages.","UI-09","none","navigationTree;createAppRouter","none - contract and routing projection","canonical per-page permission metadata; API remains the security boundary","15 canonical Merchant Administrator routes in resources/spa/src/router/routes/merchant.ts","none","none","Ui07NavigationContractTest;navigationFilter.spec;MerchantAdministratorPages.spec;appRouterFactory.spec;ui-09-merchant-administrator-experience.spec","nav:check and ui09:check: 23=15/8/0/0; global 160","verified_complete","docs/proof/ui-09.md;docs/frontend/audits/ui-09/page-contract-matrix.json;docs/frontend/audits/ui-09/status-disposition.json"
"UI plan §6, §11, §17; ADR-018","SRV-UI09-SHELL-001","The Merchant Administrator uses owner-oriented left navigation: persistent desktop sidebar at 1025+, intentional tablet rail at 768-1024 and a focus-trapped mobile drawer at 767 and below. Active contextual children resolve through their parent and gated entries are visible but inert.","UI-09","none","navigationTree;containsActive","none - frontend shell","requiresAccount merchant_administrator on the account tree; server authorization rechecks every API request","AppShell.vue;HeaderGroupNavigation.vue;merchant.ts","none","none","HeaderGroupNavigation.spec;MerchantAdministratorPages.spec;ui-09-merchant-administrator-experience.spec","Seven widths plus 200-percent zoom, keyboard and drawer focus proof","verified_complete","docs/frontend/audits/ui-09/responsive-matrix.json;docs/frontend/audits/ui-09/browser-proof.json;docs/frontend/audits/ui-09/screenshot-index.json"
"UI plan §6.1-§6.13, §6.18-§6.23; Plan §10.2, §13","SRV-UI09-PAGES-001","Fifteen implemented Merchant Administrator destinations provide real setup, owner dashboard, Get Started, profile, branch portfolio/detail, staff lifecycle, subscription billing, compensation/approvals and own-account security surfaces without fabricated operational or financial facts.","UI-09","none","MerchantOwnerDashboardReadModel;FirstTimeSetupController;merchant Pinia stores","/api/v1/merchant-registration/first-time-setup;/api/v1/merchant/dashboard;/api/v1/merchant/staff-overview","existing active permission keys only; merchant_admin owner role; BelongsToMerchant and scoped bindings; policy/Form Request/step-up remain authoritative","/setup;/dashboard;/get-started;/merchant/profile;/branches;/branches/:branchUlid;/staff;/subscription;/subscription/plan;/subscription/invoices;/subscription/invoices/:invoiceUlid;/compensation;/compensation/payout-approvals;/finance/period-reopen-approvals;/account","none","existing domain mutation events unchanged","MerchantAdministratorExperienceApiTest;FirstTimeSetupTest;MerchantAdministratorPages.spec;merchantDashboardStore.spec;merchantStaffOverviewStore.spec;ui-09-merchant-administrator-experience.spec","Focused UI-09 browser 65/65; final production-host proof 44/44","verified_complete","docs/proof/ui-09.md;docs/frontend/audits/ui-09/page-contract-matrix.json;docs/frontend/audits/ui-09/permission-api-matrix.json"
"UI plan §6.14-§6.17, §6.21, §6.22; Plan §80.1-§80.2","SRV-UI09-GATED-001","Eight Merchant Administrator entries remain truthfully disabled_by_gate behind External Gate W and its dependent phases: payment attempts, billing recovery, five reports and notifications. Each is visible, inert, names the dependency and has no route, component, API, fake metric or export.","UI-09","none","navigationFilter gateStatement","none - gated destinations expose no API","planned permission keys remain ungranted; zero UI-09 permission additions or activations","no routed gated component; inert entries in Merchant left navigation","none","none","GatedNavigationTreatment.spec;MerchantAdministratorPages.spec;ui-09-merchant-administrator-experience.spec","Eight gated canonical-host paths return only the ordinary account shell; Gate W remains closed","verified_complete","docs/frontend/audits/ui-09/status-disposition.json;docs/frontend/audits/ui-09/route-parity.json;docs/proof/ui-09.md"
